用户id,金币余额,绿币余额,广告场景,通用广告奖励类型,累计游戏场次,变化量,资源类型
1.16265E+18,540000,2.14,ad_video_popup_bonus,标记海星,2,2.04,绿币
1.16277E+18,10540000,1.48,ad_video_cashgame_num,,1,1.48,绿币
1.16276E+18,5320000,4.5,ad_video_wild,,5,1.54,绿币
1.16277E+18,540000,1.78,ad_video_details_bingo,,1,1.28,绿币
1.16279E+18,940000,3.22,ad_video_starfish,,2,1.03,绿币
1.16288E+18,540000,2.55,ad_video_starfish,,2,1.19,绿币
1.16286E+18,880000,0,ad_video_wild,,1,400000,金币
1.16269E+18,643000,3.32,ad_video_starfish,,0,1.95,绿币
1.16279E+18,280000,0.32,ad_video_wild,,2,0.32,绿币
1.1628E+18,540000,3.05,ad_video_popup_bonus,标记海星,2,2.55,绿币
1.16277E+18,290000,2.59,ad_video_popup_bonus,礼物-在线奖励,0,1.5,绿币
1.16279E+18,540000,0.8,ad_video_wild,,2,0.7,绿币
1.1627E+18,540000,1,ad_video_popup_bonus,标记海星,2,0.9,绿币
1.16278E+18,500000,1.41,ad_video_wild,,2,1.31,绿币
1.16273E+18,540000,2.13,ad_video_popup_bonus,任务奖励,1,1.93,绿币
1.1628E+18,1040000,1.29,ad_video_wild,,2,1.29,绿币
1.16254E+18,680000,1.54,ad_video_wild,,2,1.54,绿币
1.16274E+18,2540000,0.94,ad_video_popup_bonus,标记海星,2,0.94,绿币
1.16251E+18,540000,1.41,ad_video_popup_bonus,标记海星,2,1.21,绿币
1.16252E+18,540000,0.91,ad_video_popup_bonus,标记海星,2,0.71,绿币
1.16252E+18,280000,0,ad_video_wild,,1,-240000,金币
1.16249E+18,540000,1.85,ad_video_popup_bonus,标记海星,2,1.75,绿币
1.16262E+18,540000,2.78,ad_video_popup_bonus,标记海星,2,2.28,绿币
1.16262E+18,1040000,0.4,ad_video_starfish,,2,0.23,绿币
1.16254E+18,1540000,2.31,ad_video_starfish,,2,1.34,绿币
1.16254E+18,290000,1.41,ad_video_starfish,,2,20000,金币
1.1625E+18,540000,2.28,ad_video_popup_bonus,礼物-在线奖励,1,1.78,绿币
1.16264E+18,643000,0.48,ad_video_popup_bonus,礼物-在线奖励,1,0.38,绿币
1.16267E+18,540000,1.8,ad_video_wild,,2,0.8,绿币
1.16265E+18,68000,2.78,ad_video_starfish,,9,1.74,绿币
1.16276E+18,880000,0,ad_video_wild,,1,400000,金币
1.16269E+18,1040000,1.2,ad_video_details_bingo,,1,1.2,绿币
1.1627E+18,688000,2.27,ad_video_wild,,3,2.77,绿币
1.16269E+18,540000,1.54,ad_video_popup_bonus,任务奖励,1,1.04,绿币
1.1627E+18,180000,1.32,ad_video_wild,,2,0.82,绿币
1.1627E+18,740000,0.38,ad_video_details_bingo,,2,0.24,绿币
1.16269E+18,540000,1.72,ad_video_popup_bonus,礼物-在线奖励,1,1.22,绿币
1.16272E+18,1000000,0.9,ad_video_wild,,2,0.9,绿币
1.16267E+18,555000,3.1,ad_video_starfish,,4,1.29,绿币
1.1625E+18,640000,0.58,ad_video_details_powerup,,1,0.58,绿币
1.16252E+18,1040000,1.3,ad_video_popup_bonus,标记海星,2,1.3,绿币
1.16253E+18,203000,7.71,ad_video_popup_bonus,礼物-在线奖励,12,2.22,绿币
1.16265E+18,540000,0.68,ad_video_popup_bonus,标记海星,2,0.58,绿币
1.16494E+18,940000,1.32,ad_video_popup_bonus,礼物-在线奖励,0,1.12,绿币
1.16495E+18,540000,2.25,ad_video_popup_bonus,任务奖励,1,2.15,绿币
1.16317E+18,940000,1.2,ad_video_popup_bonus,任务奖励,1,1.1,绿币
1.16283E+18,540000,3.63,ad_video_popup_bonus,标记海星,2,1.63,绿币
1.16416E+18,540000,1.79,ad_video_popup_bonus,标记海星,2,1.59,绿币
1.1649E+18,540000,1.64,ad_video_popup_bonus,标记海星,2,1.14,绿币
1.16345E+18,1040000,1.22,ad_video_popup_bonus,礼物-在线奖励,1,1.22,绿币
1.16491E+18,540000,1.56,ad_video_popup_bonus,标记海星,2,1.46,绿币
1.16394E+18,2540000,1.68,ad_video_popup_bonus,标记海星,2,1.68,绿币
1.16491E+18,880000,0,ad_video_wild,,1,400000,金币
1.16491E+18,180000,2.82,ad_video_wild,,2,1.82,绿币
1.16492E+18,540000,1.65,ad_video_popup_bonus,标记海星,2,1.55,绿币
1.16449E+18,1540000,1.03,ad_video_popup_bonus,任务奖励,1,1.03,绿币
1.16482E+18,540000,3.16,ad_video_popup_bonus,任务奖励,1,3.06,绿币
1.16378E+18,580000,0.37,ad_video_wild,,2,0.27,绿币
1.16381E+18,540000,2.1,ad_video_checkin_remedy,,0,1.77,绿币
1.16493E+18,640000,0.42,ad_video_popup_bonus,任务奖励,1,0.42,绿币
1.16493E+18,540000,2.45,ad_video_popup_bonus,任务奖励,1,1.95,绿币
1.1649E+18,280000,2.81,ad_video_wild,,2,2.81,绿币
1.16484E+18,643000,3.39,ad_video_cashgame_num,,2,3.06,绿币
1.16377E+18,1040000,0.81,ad_video_popup_bonus,礼物-在线奖励,0,0.81,绿币
1.16353E+18,540000,1.77,ad_video_popup_bonus,标记海星,2,1.57,绿币
1.16459E+18,640000,2.04,ad_video_wild,,2,1.94,绿币
1.16343E+18,540000,2.07,ad_video_popup_bonus,任务奖励,1,1.97,绿币
1.16493E+18,1040000,0.52,ad_video_popup_bonus,任务奖励,1,0.52,绿币
1.16493E+18,540000,1.61,ad_video_popup_bonus,标记海星,2,1.51,绿币
1.16467E+18,330000,4.92,ad_video_starfish,,0,1.48,绿币
1.1648E+18,540000,1.79,ad_video_popup_bonus,任务奖励,1,1.59,绿币
1.16479E+18,640000,1.61,ad_video_popup_bonus,礼物-在线奖励,1,1.51,绿币
1.16485E+18,740000,0.94,ad_video_cashgame_num,,1,0.94,绿币
1.16465E+18,640000,1.98,ad_video_popup_bonus,任务奖励,1,1.98,绿币
1.16488E+18,540000,1.99,ad_video_popup_bonus,任务奖励,1,1.49,绿币
1.16486E+18,5540000,0,ad_video_cashgame_num,,1,20000,金币
1.16431E+18,540000,1.94,ad_video_popup_bonus,标记海星,2,0.94,绿币
1.16489E+18,600000,1.5,ad_video_wild,,2,1.5,绿币
1.16447E+18,540000,3.01,ad_video_popup_bonus,任务奖励,1,2.51,绿币
1.16459E+18,290000,1.1,ad_video_popup_bonus,礼物-在线奖励,2,0.4,绿币
1.16408E+18,540000,1.34,ad_video_wild,,2,1.24,绿币
1.16354E+18,740000,0.55,ad_video_popup_bonus,任务奖励,1,0.55,绿币
1.16446E+18,252000,3.36,ad_video_checkin_remedy,,0,3,绿币
1.1637E+18,1185000,7.31,ad_video_cashgame_num,,0,1.25,绿币
1.16485E+18,540000,2.35,ad_video_details_powerup,,1,2.25,绿币
1.16391E+18,1540000,1.32,ad_video_popup_bonus,标记海星,2,1.32,绿币
1.16493E+18,740000,2.03,ad_video_popup_bonus,标记海星,2,2.03,绿币
1.16488E+18,640000,2.49,ad_video_popup_bonus,标记海星,2,2.49,绿币
1.16492E+18,740000,1.42,ad_video_popup_bonus,标记海星,2,1.42,绿币
1.16398E+18,380000,1.19,ad_video_wild,,2,1.19,绿币
1.16352E+18,1180000,0.98,ad_video_wild,,2,0.98,绿币
1.16485E+18,1140000,3.85,ad_video_starfish,,1,20000,金币
1.16487E+18,640000,2.44,ad_video_popup_bonus,任务奖励,1,2.44,绿币
1.16304E+18,540000,4.64,ad_video_popup_bonus,任务奖励,1,4.14,绿币
1.16476E+18,1043000,2.77,ad_video_gift_ad,,0,2.05,绿币
1.16489E+18,640000,1.34,ad_video_popup_bonus,标记海星,2,1.34,绿币
1.16488E+18,540000,1.53,ad_video_wild,,1,20000,金币
1.16416E+18,540000,1.99,ad_video_starfish,,2,1.56,绿币
1.16401E+18,330000,0.2,ad_video_popup_powerup,,6,0.93,绿币
1.16459E+18,1540000,1.02,ad_video_popup_bonus,标记海星,2,1.02,绿币
1.16489E+18,540000,0.2,ad_video_wild,,1,20000,金币
1.16472E+18,433000,1.67,ad_video_starfish,,4,1.09,绿币
1.16489E+18,743000,2.77,ad_video_starfish,,2,2.49,绿币
1.16395E+18,640000,1.59,ad_video_details_powerup,,1,1.59,绿币
1.16486E+18,740000,1.8,ad_video_starfish,,2,1.54,绿币
1.16487E+18,640000,2.15,ad_video_starfish,,1,1.93,绿币
1.16456E+18,540000,1.86,ad_video_starfish,,2,1.41,绿币
1.16483E+18,540000,0.5,ad_video_wild,,2,0.4,绿币
1.16345E+18,540000,2.11,ad_video_popup_bonus,任务奖励,1,1.11,绿币
1.16455E+18,540000,3.89,ad_video_popup_bonus,标记海星,2,3.79,绿币
1.16331E+18,540000,1.25,ad_video_checkin_remedy,,0,1.15,绿币
1.16416E+18,640000,2.66,ad_video_popup_bonus,礼物-在线奖励,1,2.66,绿币
1.16453E+18,640000,0,ad_video_wild,,1,20000,金币
1.16446E+18,600000,1.46,ad_video_wild,,2,1.46,绿币
1.16323E+18,509000,1.12,ad_video_gift_ad,,2,0.62,绿币
1.16489E+18,540000,2.09,ad_video_popup_bonus,标记海星,2,1.99,绿币
1.16478E+18,640000,3.12,ad_video_popup_bonus,标记海星,2,3.12,绿币
1.16306E+18,740000,0.57,ad_video_wild,,2,0.57,绿币
1.16279E+18,282000,0.2,ad_video_starfish,,8,20000,金币
1.1649E+18,740000,1.89,ad_video_popup_bonus,标记海星,2,1.89,绿币
1.16478E+18,380000,1.07,ad_video_wild,,2,1.07,绿币
1.16493E+18,740000,1.86,ad_video_popup_bonus,任务奖励,1,1.86,绿币
1.16443E+18,640000,1.09,ad_video_popup_bonus,礼物-在线奖励,1,0.89,绿币
1.16494E+18,180000,0.67,ad_video_wild,,2,0.57,绿币
1.1636E+18,940000,2.05,ad_video_popup_bonus,标记海星,2,1.95,绿币
1.16481E+18,2540000,2.52,ad_video_popup_bonus,标记海星,2,2.52,绿币
1.16308E+18,180000,2.58,ad_video_wild,,2,2.38,绿币
1.16482E+18,1040000,1.98,ad_video_popup_bonus,标记海星,2,1.98,绿币
1.16306E+18,540000,1.53,ad_video_details_powerup,,1,1.03,绿币
1.1641E+18,740000,1.63,ad_video_popup_bonus,标记海星,2,1.63,绿币
1.16475E+18,740000,1.65,ad_video_popup_bonus,标记海星,2,1.65,绿币
1.16481E+18,540000,1.43,ad_video_popup_bonus,标记海星,2,1.33,绿币
1.16481E+18,540000,1.93,ad_video_starfish,,2,1.43,绿币
1.16436E+18,1243000,4.4,ad_video_details_bingo,,1,2.47,绿币
1.16473E+18,540000,3.25,ad_video_popup_bonus,标记海星,2,3.05,绿币
1.16485E+18,1043000,3.55,ad_video_starfish,,2,2.52,绿币
1.16479E+18,540000,4.71,ad_video_starfish,,2,4.14,绿币
1.16323E+18,540000,2.55,ad_video_popup_bonus,礼物-在线奖励,1,2.05,绿币
1.16483E+18,540000,1.45,ad_video_details_powerup,,1,1.35,绿币
1.16481E+18,160000,1.81,ad_video_checkin_remedy,,0,1.81,绿币
1.16404E+18,920000,0,ad_video_details_bingo,,0,400000,金币
1.16481E+18,540000,2.32,ad_video_popup_bonus,标记海星,2,2.12,绿币
1.16493E+18,1040000,2.31,ad_video_cashgame_num,,2,1.42,绿币
1.16275E+18,640000,1.28,ad_video_popup_bonus,标记海星,2,1.28,绿币
1.16381E+18,540000,1.33,ad_video_popup_bonus,标记海星,2,1.23,绿币
1.16372E+18,540000,0.57,ad_video_popup_bonus,标记海星,2,0.37,绿币
1.16265E+18,5540000,1.54,ad_video_popup_bonus,标记海星,2,1.54,绿币
1.16338E+18,600000,1.78,ad_video_wild,,2,1.78,绿币
1.16373E+18,1040000,1.16,ad_video_popup_bonus,标记海星,2,1.16,绿币
1.16366E+18,540000,1.74,ad_video_popup_bonus,礼物-在线奖励,1,1.54,绿币
1.16374E+18,540000,3.06,ad_video_details_powerup,,1,1.06,绿币
1.16365E+18,540000,1.77,ad_video_popup_bonus,标记海星,2,1.67,绿币
1.16369E+18,540000,1.96,ad_video_popup_bonus,标记海星,2,0.96,绿币
1.16371E+18,1040000,0,ad_video_details_bingo,,1,20000,金币
1.16329E+18,540000,1.63,ad_video_popup_bonus,标记海星,2,1.53,绿币
1.16329E+18,283000,3.46,ad_video_wild,,1,2.61,绿币
1.16377E+18,740000,1.77,ad_video_starfish,,2,1.49,绿币
1.16379E+18,1245000,2.02,ad_video_starfish,,3,0.81,绿币
1.16264E+18,180000,1.7,ad_video_wild,,2,1.6,绿币
1.16378E+18,540000,0.55,ad_video_wild,,2,0.45,绿币
1.16273E+18,1640000,1.16,ad_video_checkin_double,,0,1.16,绿币
1.16379E+18,506000,1.35,ad_video_details_bingo,,7,1.15,绿币
1.16346E+18,640000,1.36,ad_video_popup_bonus,任务奖励,1,1.36,绿币
1.16371E+18,1540000,2.47,ad_video_popup_bonus,礼物-在线奖励,2,0.73,绿币
1.1638E+18,923000,2.69,ad_video_details_powerup,,8,1.28,绿币
1.16354E+18,520000,3.34,ad_video_login_recovery,,0,0.35,绿币
1.16372E+18,540000,1.22,ad_video_popup_bonus,标记海星,2,1.12,绿币
1.16272E+18,540000,0.7,ad_video_popup_bonus,礼物-在线奖励,1,0.5,绿币
1.16372E+18,640000,0.93,ad_video_starfish,,2,0.63,绿币
1.16289E+18,740000,2.29,ad_video_popup_bonus,标记海星,2,2.29,绿币
1.16379E+18,540000,1.82,ad_video_starfish,,2,1.08,绿币
1.16377E+18,180000,2.01,ad_video_details_bingo,,2,20000,金币
1.16377E+18,540000,1.53,ad_video_wild,,2,1.43,绿币
1.16297E+18,1143000,1.87,ad_video_popup_bonus,任务奖励,2,1.45,绿币
1.1638E+18,640000,1.4,ad_video_popup_bonus,礼物-在线奖励,1,1.4,绿币
1.16381E+18,540000,2,ad_video_popup_bonus,标记海星,2,20000,金币
1.16352E+18,540000,2.46,ad_video_popup_bonus,标记海星,2,2.36,绿币
1.16268E+18,560000,0,ad_video_login_recovery,,0,40000,金币
1.16321E+18,540000,0.79,ad_video_popup_bonus,标记海星,2,0.69,绿币
1.16362E+18,640000,0.39,ad_video_popup_bonus,任务奖励,1,0.39,绿币
1.16287E+18,1240000,2.08,ad_video_starfish,,1,1.74,绿币
1.16374E+18,500000,2.16,ad_video_wild,,2,1.66,绿币
1.16321E+18,640000,2.28,ad_video_popup_bonus,任务奖励,1,2.28,绿币
1.16378E+18,540000,2.93,ad_video_wild,,2,2.73,绿币
1.16335E+18,740000,0.89,ad_video_starfish,,2,0.71,绿币
1.16268E+18,540000,1.15,ad_video_popup_bonus,标记海星,1,0.95,绿币
1.16361E+18,640000,0.51,ad_video_popup_bonus,标记海星,2,0.51,绿币
1.1636E+18,280000,0.78,ad_video_wild,,2,0.78,绿币
1.16357E+18,500000,0.78,ad_video_wild,,2,0.68,绿币
1.16282E+18,280000,1.09,ad_video_wild,,2,1.09,绿币
1.16353E+18,940000,1.13,ad_video_popup_bonus,标记海星,2,0.63,绿币
1.16312E+18,1540000,1.53,ad_video_popup_bonus,标记海星,2,1.53,绿币
1.16304E+18,180000,1.41,ad_video_details_bingo,,2,1.11,绿币
1.16357E+18,1250000,1.25,ad_video_starfish,,5,1.04,绿币
1.16355E+18,640000,2.24,ad_video_popup_bonus,标记海星,2,2.24,绿币
1.16364E+18,640000,0.32,ad_video_popup_bonus,标记海星,1,0.32,绿币
1.16364E+18,1540000,1.47,ad_video_popup_bonus,标记海星,2,1.47,绿币
1.16364E+18,680000,1.02,ad_video_popup_bonus,任务奖励,2,0.92,绿币
1.16363E+18,680000,1.21,ad_video_wild,,2,1.21,绿币
1.16363E+18,540000,3.89,ad_video_popup_bonus,标记海星,2,1.89,绿币
1.16366E+18,640000,0.97,ad_video_popup_bonus,标记海星,2,0.97,绿币
1.16324E+18,180000,0.94,ad_video_starfish,,3,0.74,绿币
1.1626E+18,740000,1.02,ad_video_popup_bonus,标记海星,2,1.02,绿币
1.16319E+18,640000,0.58,ad_video_popup_bonus,标记海星,2,0.58,绿币
1.16272E+18,640000,1.47,ad_video_popup_bonus,标记海星,2,1.47,绿币
1.16359E+18,1040000,1.37,ad_video_popup_bonus,礼物-在线奖励,1,1.37,绿币
1.16352E+18,940000,6.08,ad_video_popup_bonus,标记海星,2,5.58,绿币
1.16306E+18,600000,1.43,ad_video_wild,,2,1.43,绿币
1.1635E+18,1040000,0.68,ad_video_popup_bonus,任务奖励,1,0.68,绿币
1.1635E+18,280000,0,ad_video_wild,,1,-240000,金币
1.16252E+18,540000,1.11,ad_video_popup_bonus,礼物-在线奖励,1,1.01,绿币
1.16355E+18,540000,2.74,ad_video_popup_bonus,,2,2.54,绿币
1.16325E+18,640000,1.56,ad_video_cashgame_num,,1,1.56,绿币
1.16317E+18,180000,1.33,ad_video_popup_bonus,标记海星,3,1.03,绿币
1.16355E+18,791000,1.9,ad_video_starfish,,3,1.62,绿币
1.16256E+18,540000,0.98,ad_video_popup_bonus,标记海星,2,0.78,绿币
1.16342E+18,540000,1.3,ad_video_popup_bonus,标记海星,2,1.2,绿币
1.16348E+18,640000,0.25,ad_video_popup_bonus,标记海星,2,0.25,绿币
1.16248E+18,641000,1.07,ad_video_checkin_double,,0,20000,金币
1.16346E+18,540000,1.67,ad_video_popup_bonus,标记海星,2,0.67,绿币
1.16346E+18,180000,0.36,ad_video_wild,,2,0.26,绿币
1.16348E+18,380000,0,ad_video_wild,,1,20000,金币
1.1635E+18,640000,1.9,ad_video_wild,,2,1.9,绿币
1.16293E+18,640000,1.17,ad_video_popup_bonus,礼物-在线奖励,0,1.07,绿币
1.16347E+18,743000,2.28,ad_video_starfish,,2,1.26,绿币
1.16345E+18,540000,1.56,ad_video_popup_bonus,标记海星,2,1.46,绿币
1.16278E+18,640000,0.72,ad_video_popup_bonus,标记海星,2,0.72,绿币
1.16328E+18,500000,1.4,ad_video_wild,,2,1.2,绿币
1.16264E+18,120000,1.3,ad_video_details_powerup,,3,1,绿币
1.16303E+18,1540000,1.07,ad_video_starfish,,2,0.93,绿币
1.16483E+18,540000,5.13,ad_video_starfish,,2,2.86,绿币
1.16466E+18,740000,2.85,ad_video_popup_bonus,标记海星,2,2.85,绿币
1.16463E+18,540000,1.68,ad_video_wild,,2,1.48,绿币
1.16488E+18,900000,3.73,ad_video_wild,,3,2.54,绿币
1.16486E+18,540000,2.56,ad_video_popup_bonus,任务奖励,1,2.46,绿币
1.16487E+18,293000,3.73,ad_video_starfish,,3,3.17,绿币
1.16488E+18,1540000,3.05,ad_video_popup_bonus,礼物-在线奖励,2,2.79,绿币
1.16344E+18,581000,0.94,ad_video_cashgame_num,,1,0.84,绿币
1.1629E+18,1040000,1.23,ad_video_details_powerup,,1,1.03,绿币
1.16305E+18,281000,1.74,ad_video_popup_powerup,,5,1.39,绿币
1.16334E+18,380000,2.55,ad_video_popup_bonus,标记海星,3,1.45,绿币
1.16325E+18,540000,0.1,ad_video_popup_bonus,标记海星,2,20000,金币
1.1632E+18,945000,0.2,ad_video_cashgame_num,,0,20000,金币
1.16336E+18,540000,0.92,ad_video_popup_bonus,标记海星,2,0.82,绿币
1.16274E+18,180000,2.12,ad_video_wild,,2,1.12,绿币
1.16343E+18,940000,0.76,ad_video_starfish,,2,0.42,绿币
1.16317E+18,2940000,1.42,ad_video_popup_bonus,标记海星,1,1.42,绿币
1.16336E+18,1040000,0.61,ad_video_popup_bonus,任务奖励,1,0.61,绿币
1.16321E+18,743000,2.32,ad_video_cashgame_num,,1,1.71,绿币
1.16363E+18,540000,0.2,ad_video_popup_bonus,礼物-在线奖励,0,20000,金币
1.16315E+18,640000,0,ad_video_popup_bonus,礼物-在线奖励,0,20000,金币
1.16273E+18,1640000,5.32,ad_video_wild,,1,1.24,绿币
1.16251E+18,780000,0.34,ad_video_wild,,2,0.34,绿币
1.16367E+18,740000,1.01,ad_video_popup_bonus,标记海星,2,1.01,绿币
1.16267E+18,235000,4.75,ad_video_wild,,1,2.37,绿币
1.16359E+18,840000,1.61,ad_video_popup_bonus,礼物-在线奖励,1,1.61,绿币
1.16359E+18,1540000,0.8,ad_video_popup_bonus,标记海星,2,0.8,绿币
1.16277E+18,1040000,3.44,ad_video_gift_ad,,1,1.78,绿币
1.16314E+18,1040000,1.49,ad_video_popup_bonus,标记海星,2,1.49,绿币
1.1636E+18,2540000,0.65,ad_video_popup_bonus,标记海星,2,0.65,绿币
1.16343E+18,740000,1.51,ad_video_cashgame_num,,1,1.51,绿币
1.16292E+18,540000,2.03,ad_video_popup_bonus,标记海星,2,1.03,绿币
1.16271E+18,540000,0.93,ad_video_details_powerup,,1,0.43,绿币
1.1645E+18,740000,2.25,ad_video_popup_bonus,任务奖励,1,2.25,绿币
1.16267E+18,893000,3.72,ad_video_popup_powerup,,3,2.08,绿币
1.16425E+18,665000,1.94,ad_video_popup_bonus,礼物-在线奖励,5,1.44,绿币
1.16457E+18,540000,1.37,ad_video_popup_bonus,标记海星,2,1.27,绿币
1.16493E+18,540000,2.1,ad_video_popup_bonus,礼物-在线奖励,1,2,绿币
1.16417E+18,640000,1.96,ad_video_details_powerup,,1,1.96,绿币
1.16417E+18,1040000,2.17,ad_video_popup_bonus,标记海星,2,2.17,绿币
1.16421E+18,240000,2.55,ad_video_wild,,4,1.94,绿币
1.16419E+18,740000,0.99,ad_video_wild,,2,0.99,绿币
1.16408E+18,433000,2.98,ad_video_starfish,,5,1.44,绿币
1.16417E+18,690000,4.62,ad_video_starfish,,3,1.58,绿币
1.16421E+18,640000,1.52,ad_video_wild,,2,1.52,绿币
1.16416E+18,1040000,5.16,ad_video_starfish,,2,4.28,绿币
1.16412E+18,1140000,2.48,ad_video_starfish,,2,2.26,绿币
1.16414E+18,1043000,6.93,ad_video_starfish,,3,2.59,绿币
1.16415E+18,540000,3.44,ad_video_popup_bonus,标记海星,2,2.44,绿币
1.16286E+18,540000,1.27,ad_video_popup_bonus,标记海星,2,1.07,绿币
1.16414E+18,540000,2.52,ad_video_popup_bonus,任务奖励,1,2.42,绿币
1.16414E+18,500000,4.13,ad_video_wild,,2,3.93,绿币
1.16416E+18,640000,1.79,ad_video_starfish,,2,1.49,绿币
1.16412E+18,680000,3.7,ad_video_popup_powerup,,5,2.57,绿币
1.16415E+18,640000,1.1,ad_video_popup_bonus,礼物-在线奖励,1,1.1,绿币
1.16416E+18,540000,2.15,ad_video_popup_bonus,标记海星,2,2.05,绿币
1.16414E+18,1000000,2.08,ad_video_wild,,2,2.08,绿币
1.16401E+18,520000,5.58,ad_video_login_recovery,,0,2.59,绿币
1.16413E+18,380000,1.41,ad_video_wild,,2,1.41,绿币
1.16416E+18,640000,1.69,ad_video_starfish,,2,1.44,绿币
1.16415E+18,740000,2.71,ad_video_popup_bonus,标记海星,2,2.71,绿币
1.16409E+18,540000,1.16,ad_video_popup_bonus,任务奖励,1,1.06,绿币
1.16399E+18,540000,2.34,ad_video_starfish,,0,1.79,绿币
1.16408E+18,540000,0.11,ad_video_wild,,2,1.6,绿币
1.16389E+18,540000,1.6,ad_video_starfish,,2,1.18,绿币
1.16416E+18,70000,3.02,ad_video_starfish,,6,2.53,绿币
1.16411E+18,540000,1.06,ad_video_popup_bonus,标记海星,2,0.86,绿币
1.16402E+18,540000,0.69,ad_video_popup_bonus,标记海星,2,0.59,绿币
1.16411E+18,500000,1.45,ad_video_wild,,2,1.35,绿币
1.16414E+18,700000,3.34,ad_video_wild,,2,3.34,绿币
1.16409E+18,640000,3.1,ad_video_popup_bonus,标记海星,2,3.1,绿币
1.16408E+18,640000,1.64,ad_video_wild,,2,1.64,绿币
1.1641E+18,540000,1.16,ad_video_popup_bonus,标记海星,2,1.06,绿币
1.16411E+18,180000,2.15,ad_video_popup_bonus,标记海星,3,1.95,绿币
1.16409E+18,280000,1.03,ad_video_wild,,2,1.03,绿币
1.16388E+18,500000,0.89,ad_video_wild,,2,0.69,绿币
1.1639E+18,740000,2.05,ad_video_popup_bonus,标记海星,2,2.05,绿币
1.16391E+18,540000,3.49,ad_video_wild,,2,1.49,绿币
1.16351E+18,540000,2,ad_video_wild,,1,20000,金币
1.16395E+18,540000,0.87,ad_video_popup_bonus,任务奖励,1,0.77,绿币
1.16327E+18,540000,1.65,ad_video_starfish,,2,1.24,绿币
1.16392E+18,1040000,1.64,ad_video_popup_bonus,标记海星,1,1.64,绿币
1.16388E+18,540000,2.03,ad_video_popup_bonus,标记海星,2,1.93,绿币
1.16396E+18,1040000,1.82,ad_video_popup_bonus,标记海星,2,1.82,绿币
1.16398E+18,740000,0.77,ad_video_popup_bonus,标记海星,2,0.77,绿币
1.16384E+18,540000,2.15,ad_video_popup_bonus,礼物-在线奖励,1,1.95,绿币
1.16416E+18,640000,2.93,ad_video_popup_bonus,任务奖励,1,2.93,绿币
1.16399E+18,640000,0.87,ad_video_starfish,,1,0.87,绿币
1.16398E+18,540000,0.67,ad_video_wild,,3,1.65,绿币
1.16398E+18,640000,0.86,ad_video_popup_bonus,礼物-在线奖励,1,0.86,绿币
1.16401E+18,23000,1.58,ad_video_starfish,,5,2.08,绿币
1.16287E+18,380000,1.01,ad_video_wild,,2,1.01,绿币
1.16385E+18,1140000,0.84,ad_video_wild,,2,0.84,绿币
1.16398E+18,740000,1.5,ad_video_starfish,,2,1.22,绿币
1.16394E+18,640000,2.2,ad_video_popup_bonus,标记海星,2,1.7,绿币
1.16393E+18,640000,2.15,ad_video_popup_bonus,任务奖励,1,2.15,绿币
1.16389E+18,740000,0.78,ad_video_popup_bonus,标记海星,2,0.78,绿币
1.16393E+18,740000,2.45,ad_video_popup_bonus,礼物-在线奖励,1,2.45,绿币
1.16288E+18,640000,0.94,ad_video_popup_bonus,标记海星,2,0.94,绿币
1.16395E+18,1040000,1.52,ad_video_popup_bonus,标记海星,1,1.52,绿币
1.16398E+18,155000,0.99,ad_video_popup_bonus,标记海星,4,0.79,绿币
1.16403E+18,640000,0.24,ad_video_popup_bonus,标记海星,2,0.24,绿币
1.16401E+18,540000,1.03,ad_video_popup_bonus,标记海星,2,0.93,绿币
1.164E+18,540000,1.07,ad_video_popup_bonus,标记海星,2,0.97,绿币
1.16386E+18,540000,0.84,ad_video_popup_bonus,标记海星,2,0.34,绿币
1.16365E+18,180000,1.23,ad_video_wild,,2,1.03,绿币
1.16386E+18,180000,1.53,ad_video_wild,,2,1.33,绿币
1.16388E+18,1040000,1.62,ad_video_wild,,2,1.62,绿币
1.16404E+18,540000,1.67,ad_video_popup_bonus,任务奖励,0,1.17,绿币
1.16405E+18,540000,0.41,ad_video_popup_bonus,标记海星,2,0.31,绿币
1.16298E+18,540000,1.56,ad_video_popup_bonus,标记海星,2,1.06,绿币
1.16404E+18,640000,0.85,ad_video_popup_bonus,,2,0.85,绿币
1.16404E+18,540000,1.07,ad_video_popup_bonus,标记海星,2,0.87,绿币
1.16405E+18,600000,1.69,ad_video_wild,,2,1.69,绿币
1.16404E+18,740000,0.56,ad_video_popup_bonus,任务奖励,1,0.56,绿币
1.16407E+18,280000,1.72,ad_video_wild,,2,1.72,绿币
1.16396E+18,280000,0,ad_video_wild,,1,-240000,金币
1.16307E+18,540000,1.05,ad_video_wild,,2,0.55,绿币
1.164E+18,540000,1.52,ad_video_details_bingo,,1,1.02,绿币
1.16407E+18,1540000,0.32,ad_video_details_bingo,,1,0.32,绿币
1.16392E+18,540000,1.48,ad_video_popup_bonus,标记海星,2,1.38,绿币
1.16339E+18,540000,2.22,ad_video_popup_bonus,标记海星,2,2.22,绿币
1.16392E+18,540000,1.46,ad_video_popup_bonus,标记海星,2,1.36,绿币
1.16311E+18,640000,1.48,ad_video_popup_bonus,标记海星,2,1.48,绿币
1.16377E+18,545000,1.11,ad_video_wild,,1,1.1,绿币
1.16301E+18,540000,2.83,ad_video_gift_ad,,1,0.83,绿币
