用户id,金币余额,绿币余额,广告场景,通用广告奖励类型,累计游戏场次,变化量,资源类型
1.16385E+18,940000,0.1,ad_video_popup_bonus,标记海星,2,20000,金币
1.16267E+18,640000,1.07,ad_video_popup_bonus,任务奖励,1,1.07,绿币
1.16419E+18,627000,4.61,ad_video_popup_bonus,礼物-在线奖励,0,3.68,绿币
1.16347E+18,480000,0,ad_video_wild,,1,-40000,金币
1.16347E+18,1040000,4.03,ad_video_starfish,,2,0.79,绿币
1.16276E+18,700000,0.85,ad_video_wild,,2,0.85,绿币
1.16286E+18,280000,1.62,ad_video_wild,,2,1.62,绿币
1.16253E+18,540000,3.14,ad_video_popup_bonus,标记海星,2,2.14,绿币
1.16342E+18,540000,1.21,ad_video_popup_bonus,标记海星,2,1.11,绿币
1.16342E+18,940000,2.92,ad_video_starfish,,2,0.78,绿币
1.1634E+18,540000,2.71,ad_video_popup_bonus,标记海星,2,0.71,绿币
1.16338E+18,740000,1.04,ad_video_popup_bonus,标记海星,2,1.04,绿币
1.16342E+18,540000,3.34,ad_video_popup_bonus,标记海星,2,1.34,绿币
1.16343E+18,540000,1.95,ad_video_starfish,,2,1.5,绿币
1.16344E+18,540000,3,ad_video_wild,,2,2.11,绿币
1.16344E+18,2540000,1.96,ad_video_popup_bonus,任务奖励,1,1.96,绿币
1.16341E+18,740000,0.68,ad_video_popup_bonus,标记海星,2,0.68,绿币
1.16342E+18,540000,1.36,ad_video_popup_bonus,任务奖励,1,1.26,绿币
1.16343E+18,5540000,1.38,ad_video_popup_bonus,标记海星,2,1.38,绿币
1.16311E+18,1040000,0.95,ad_video_starfish,,2,0.64,绿币
1.1634E+18,640000,0.82,ad_video_popup_bonus,标记海星,2,0.82,绿币
1.16342E+18,540000,2.65,ad_video_popup_bonus,礼物-在线奖励,1,1.65,绿币
1.16341E+18,640000,0.87,ad_video_popup_bonus,标记海星,1,0.87,绿币
1.16342E+18,640000,0.33,ad_video_details_powerup,,0,0.33,绿币
1.16344E+18,540000,1.08,ad_video_details_powerup,,1,0.98,绿币
1.16333E+18,640000,1.38,ad_video_popup_bonus,标记海星,2,1.38,绿币
1.16333E+18,640000,2.91,ad_video_popup_bonus,,2,2.91,绿币
1.16331E+18,640000,0.48,ad_video_popup_bonus,标记海星,2,0.48,绿币
1.16297E+18,1040000,3.46,ad_video_starfish,,2,3.15,绿币
1.16287E+18,1750000,5.67,ad_video_popup_bonus,标记海星,1,1.78,绿币
1.16278E+18,740000,0.78,ad_video_popup_bonus,礼物-在线奖励,1,0.78,绿币
1.16318E+18,540000,1.12,ad_video_details_bingo,,1,0.92,绿币
1.1627E+18,640000,1.27,ad_video_popup_bonus,标记海星,2,1.27,绿币
1.16311E+18,1140000,1.6,ad_video_popup_bonus,礼物-在线奖励,2,1.32,绿币
1.16339E+18,640000,2.35,ad_video_popup_bonus,标记海星,2,2.35,绿币
1.16338E+18,540000,0.1,ad_video_wild,,1,20000,金币
1.16308E+18,680000,1.16,ad_video_popup_bonus,标记海星,3,1.16,绿币
1.16339E+18,1540000,2.13,ad_video_wild,,2,2.13,绿币
1.1633E+18,180000,1.77,ad_video_wild,,2,1.67,绿币
1.16295E+18,1040000,0.57,ad_video_popup_bonus,标记海星,2,0.57,绿币
1.1633E+18,640000,0.26,ad_video_popup_bonus,礼物-在线奖励,1,0.26,绿币
1.16327E+18,180000,2.46,ad_video_wild,,2,1.46,绿币
1.1633E+18,540000,2.03,ad_video_popup_bonus,标记海星,2,1.83,绿币
1.1629E+18,2540000,0.27,ad_video_popup_bonus,礼物-在线奖励,1,0.27,绿币
1.16323E+18,740000,1.11,ad_video_popup_bonus,标记海星,2,1.11,绿币
1.16324E+18,740000,0.91,ad_video_popup_bonus,标记海星,2,0.91,绿币
1.16335E+18,540000,1.37,ad_video_wild,,2,3.26,绿币
1.16324E+18,940000,1.24,ad_video_popup_bonus,礼物-在线奖励,1,1.04,绿币
1.16324E+18,540000,1.13,ad_video_wild,,2,0.93,绿币
1.16281E+18,640000,2.08,ad_video_popup_bonus,标记海星,2,2.08,绿币
1.16297E+18,540000,2.22,ad_video_popup_bonus,标记海星,2,1.22,绿币
1.16326E+18,540000,1.23,ad_video_starfish,,2,0.95,绿币
1.16305E+18,740000,0,ad_video_popup_bonus,礼物-在线奖励,0,20000,金币
1.16322E+18,1500000,0.54,ad_video_wild,,2,0.54,绿币
1.16323E+18,180000,1.32,ad_video_starfish,,3,0.64,绿币
1.16303E+18,540000,1.84,ad_video_popup_bonus,任务奖励,0,0.84,绿币
1.16287E+18,1040000,0.1,ad_video_popup_bonus,任务奖励,0,20000,金币
1.16295E+18,920000,0,ad_video_details_powerup,,0,400000,金币
1.16307E+18,180000,1.43,ad_video_wild,,2,1.33,绿币
1.16321E+18,500000,3.39,ad_video_wild,,2,1.39,绿币
1.16268E+18,540000,1.03,ad_video_popup_bonus,标记海星,2,0.93,绿币
1.163E+18,540000,3.51,ad_video_popup_bonus,标记海星,2,1.51,绿币
1.163E+18,180000,1.13,ad_video_wild,,2,1.03,绿币
1.16321E+18,540000,0.41,ad_video_popup_bonus,任务奖励,1,0.21,绿币
1.16327E+18,740000,1.13,ad_video_popup_bonus,标记海星,2,1.13,绿币
1.16328E+18,640000,1.16,ad_video_popup_bonus,任务奖励,1,1.16,绿币
1.16431E+18,5540000,3.33,ad_video_popup_bonus,标记海星,2,3.33,绿币
1.16435E+18,640000,1.08,ad_video_popup_bonus,标记海星,2,1.08,绿币
1.16405E+18,540000,2.33,ad_video_wild,,2,1.33,绿币
1.16432E+18,640000,3.56,ad_video_starfish,,2,3.22,绿币
1.16434E+18,740000,0.99,ad_video_wild,,2,0.99,绿币
1.16431E+18,319000,1.68,ad_video_popup_bonus,礼物-在线奖励,2,0.94,绿币
1.16431E+18,640000,2.32,ad_video_popup_bonus,,2,2.32,绿币
1.16401E+18,1000000,1.97,ad_video_wild,,2,1.19,绿币
1.16401E+18,640000,1.22,ad_video_popup_bonus,任务奖励,1,1.22,绿币
1.16409E+18,180000,0.8,ad_video_wild,,2,0.7,绿币
1.16423E+18,1540000,4.2,ad_video_wild,,2,2.56,绿币
1.16423E+18,180000,0.2,ad_video_wild,,1,20000,金币
1.16423E+18,540000,1.7,ad_video_details_powerup,,1,1.6,绿币
1.16414E+18,740000,1.58,ad_video_popup_bonus,标记海星,2,1.58,绿币
1.16415E+18,640000,1.15,ad_video_wild,,2,3.14,绿币
1.16414E+18,600000,0.63,ad_video_wild,,2,0.53,绿币
1.16417E+18,540000,1.74,ad_video_popup_bonus,任务奖励,1,1.54,绿币
1.16421E+18,640000,4.11,ad_video_popup_bonus,,2,4.11,绿币
1.16417E+18,540000,1.99,ad_video_popup_bonus,标记海星,2,1.89,绿币
1.16419E+18,640000,1,ad_video_popup_bonus,任务奖励,1,1,绿币
1.16418E+18,20000,2.46,ad_video_starfish,,4,1.9,绿币
1.16419E+18,1140000,3.38,ad_video_starfish,,1,2.41,绿币
1.1642E+18,390000,2.53,ad_video_cashgame_num,,0,1.44,绿币
1.16421E+18,640000,1.74,ad_video_wild,,2,1.74,绿币
1.16421E+18,740000,1.55,ad_video_popup_bonus,标记海星,2,1.55,绿币
1.16415E+18,540000,1.96,ad_video_popup_bonus,礼物-在线奖励,1,1.46,绿币
1.16415E+18,740000,1.43,ad_video_popup_bonus,,1,1.43,绿币
1.1642E+18,1540000,1,ad_video_popup_bonus,标记海星,2,1,绿币
1.16425E+18,540000,2.68,ad_video_details_bingo,,2,1.87,绿币
1.16416E+18,180000,0.54,ad_video_wild,,2,0.44,绿币
1.16422E+18,640000,0.55,ad_video_popup_bonus,礼物-在线奖励,1,0.55,绿币
1.16422E+18,540000,3,ad_video_popup_bonus,任务奖励,1,2.9,绿币
1.16419E+18,540000,2.41,ad_video_popup_bonus,,2,2.31,绿币
1.1642E+18,1040000,1.83,ad_video_popup_bonus,标记海星,2,1.83,绿币
1.16416E+18,540000,1.16,ad_video_popup_bonus,标记海星,2,0.96,绿币
1.16426E+18,540000,1.63,ad_video_popup_bonus,任务奖励,1,1.43,绿币
1.16425E+18,680000,0,ad_video_wild,,1,400000,金币
1.1642E+18,540000,1.51,ad_video_popup_bonus,任务奖励,0,1.41,绿币
1.16419E+18,540000,0.58,ad_video_details_bingo,,1,0.48,绿币
1.16299E+18,1040000,3.71,ad_video_starfish,,2,0.63,绿币
1.16492E+18,540000,1.9,ad_video_popup_bonus,标记海星,2,1.4,绿币
1.16329E+18,1720000,0,ad_video_popup_powerup,,5,-240000,金币
1.16317E+18,540000,0.2,ad_video_popup_bonus,礼物-在线奖励,0,20000,金币
1.16329E+18,380000,2.49,ad_video_wild,,3,1.69,绿币
1.16324E+18,780000,1.28,ad_video_cashgame_num,,2,0.68,绿币
1.16324E+18,180000,0.5,ad_video_wild,,1,20000,金币
1.16324E+18,540000,1.34,ad_video_popup_bonus,标记海星,2,1.14,绿币
1.16315E+18,180000,1.9,ad_video_popup_bonus,礼物-在线奖励,2,1.2,绿币
1.16311E+18,640000,0.57,ad_video_gift_ad,,1,0.57,绿币
1.16315E+18,640000,1.9,ad_video_popup_bonus,礼物-在线奖励,1,1.9,绿币
1.16316E+18,380000,1.12,ad_video_wild,,2,20000,金币
1.16301E+18,1140000,1.24,ad_video_popup_bonus,标记海星,2,1.24,绿币
1.16308E+18,1140000,1.08,ad_video_starfish,,2,0.9,绿币
1.16308E+18,640000,0.92,ad_video_popup_bonus,标记海星,2,0.92,绿币
1.16309E+18,500000,0.1,ad_video_wild,,1,20000,金币
1.16333E+18,540000,1.64,ad_video_popup_bonus,任务奖励,1,1.54,绿币
1.16269E+18,3543000,5.49,ad_video_cashgame_num,,0,1.05,绿币
1.16312E+18,880000,0,ad_video_wild,,1,400000,金币
1.16266E+18,500000,2.08,ad_video_wild,,2,1.58,绿币
1.16314E+18,5540000,0.89,ad_video_popup_bonus,礼物-在线奖励,1,0.89,绿币
1.16316E+18,740000,1.9,ad_video_popup_bonus,礼物-在线奖励,2,1.73,绿币
1.16314E+18,1140000,0.54,ad_video_popup_bonus,任务奖励,0,0.54,绿币
1.16314E+18,540000,1.74,ad_video_popup_bonus,任务奖励,1,1.24,绿币
1.16309E+18,640000,1.27,ad_video_popup_bonus,标记海星,2,1.27,绿币
1.16314E+18,280000,0,ad_video_wild,,1,-240000,金币
1.16315E+18,740000,0.33,ad_video_popup_bonus,任务奖励,1,0.33,绿币
1.16317E+18,5500000,0.25,ad_video_wild,,2,0.25,绿币
1.16311E+18,640000,1.84,ad_video_popup_bonus,任务奖励,1,1.84,绿币
1.16461E+18,540000,2.42,ad_video_popup_bonus,标记海星,2,2.32,绿币
1.16463E+18,540000,2.49,ad_video_popup_bonus,任务奖励,1,1.99,绿币
1.16464E+18,940000,2.23,ad_video_popup_bonus,礼物-在线奖励,0,2.13,绿币
1.16465E+18,500000,1.57,ad_video_wild,,2,1.47,绿币
1.16466E+18,940000,2.16,ad_video_starfish,,2,1.68,绿币
1.16462E+18,10680000,2.92,ad_video_details_bingo,,3,20000,金币
1.16463E+18,280000,0,ad_video_wild,,1,-240000,金币
1.16454E+18,180000,1.75,ad_video_cashgame_num,,2,1.15,绿币
1.16466E+18,494000,1.73,ad_video_popup_powerup,,3,1.39,绿币
1.16468E+18,540000,2.04,ad_video_cashgame_num,,1,1.84,绿币
1.16467E+18,500000,1.3,ad_video_wild,,2,1.1,绿币
1.16468E+18,540000,0.51,ad_video_cashgame_num,,1,0.41,绿币
1.16469E+18,540000,0.1,ad_video_wild,,2,1.99,绿币
1.1645E+18,940000,3.37,ad_video_popup_bonus,任务奖励,0,2.91,绿币
1.16475E+18,840000,2.91,ad_video_gift_ad,,0,2.91,绿币
1.16473E+18,780000,2.82,ad_video_popup_bonus,标记海星,3,2.62,绿币
1.16474E+18,13000,2,ad_video_starfish,,6,1.48,绿币
1.16473E+18,1040000,0,ad_video_wild,,1,20000,金币
1.16474E+18,640000,1.56,ad_video_popup_bonus,标记海星,2,1.56,绿币
1.16459E+18,740000,0.55,ad_video_popup_bonus,任务奖励,1,0.55,绿币
1.16461E+18,1040000,1.54,ad_video_wild,,2,1.54,绿币
1.16459E+18,940000,2.43,ad_video_popup_bonus,礼物-在线奖励,2,2.09,绿币
1.16458E+18,740000,2.09,ad_video_popup_bonus,标记海星,2,2.09,绿币
1.16455E+18,540000,1.62,ad_video_popup_bonus,礼物-在线奖励,1,1.52,绿币
1.16475E+18,740000,1.13,ad_video_wild,,2,1.13,绿币
1.16479E+18,740000,3.25,ad_video_popup_bonus,标记海星,2,3.25,绿币
1.16421E+18,180000,2.19,ad_video_wild,,2,2.09,绿币
1.16478E+18,540000,1.77,ad_video_popup_bonus,标记海星,2,1.57,绿币
1.1648E+18,640000,1.52,ad_video_popup_bonus,,2,1.52,绿币
1.16304E+18,2540000,0.76,ad_video_details_bingo,,1,0.76,绿币
1.16436E+18,1040000,2.78,ad_video_starfish,,2,2.46,绿币
1.16381E+18,580000,0.41,ad_video_login_recovery,,0,0.31,绿币
1.16448E+18,540000,3.05,ad_video_popup_bonus,任务奖励,1,2.05,绿币
1.16448E+18,1040000,1.1,ad_video_details_bingo,,1,1.96,绿币
1.16438E+18,540000,3.16,ad_video_popup_bonus,礼物-在线奖励,1,2.16,绿币
1.16438E+18,180000,3.27,ad_video_popup_bonus,标记海星,3,2.67,绿币
1.16453E+18,940000,1.39,ad_video_starfish,,2,1.07,绿币
1.16451E+18,489000,0,ad_video_details_powerup,,1,-40000,金币
1.16409E+18,700000,1.41,ad_video_checkin_remedy,,0,1.23,绿币
1.16474E+18,540000,1.84,ad_video_popup_bonus,标记海星,2,1.64,绿币
1.16475E+18,540000,2.94,ad_video_details_powerup,,1,1.94,绿币
1.16469E+18,180000,2.9,ad_video_starfish,,3,1.95,绿币
1.16468E+18,920000,0,ad_video_details_bingo,,0,400000,金币
1.1647E+18,1040000,3.46,ad_video_details_bingo,,0,1.67,绿币
1.16453E+18,740000,0.57,ad_video_popup_bonus,,2,0.57,绿币
1.16455E+18,380000,2.15,ad_video_wild,,2,2.15,绿币
1.16456E+18,740000,4.44,ad_video_popup_bonus,标记海星,2,4.44,绿币
1.16455E+18,249000,0,ad_video_wild,,2,-40000,金币
1.16453E+18,540000,4.08,ad_video_popup_bonus,标记海星,2,2.08,绿币
1.16453E+18,540000,1.72,ad_video_popup_bonus,标记海星,2,1.62,绿币
1.16455E+18,540000,1.54,ad_video_starfish,,2,1.15,绿币
1.16466E+18,540000,1.73,ad_video_popup_bonus,标记海星,2,1.53,绿币
1.16466E+18,745000,1.48,ad_video_cashgame_num,,2,1.48,绿币
1.16465E+18,540000,1.47,ad_video_popup_bonus,标记海星,2,1.37,绿币
1.16464E+18,380000,2.32,ad_video_wild,,3,1.9,绿币
1.16467E+18,959000,0,ad_video_wild,,3,400000,金币
1.1646E+18,10540000,2.25,ad_video_starfish,,2,2.07,绿币
1.1646E+18,540000,0.64,ad_video_popup_bonus,标记海星,2,0.54,绿币
1.16458E+18,580000,2.89,ad_video_details_powerup,,3,4.68,绿币
1.16458E+18,540000,2.22,ad_video_popup_bonus,标记海星,1,2.12,绿币
1.16373E+18,793000,8.16,ad_video_checkin_remedy,,0,0.73,绿币
1.16455E+18,540000,2.04,ad_video_popup_bonus,标记海星,2,1.94,绿币
1.16457E+18,280000,0,ad_video_wild,,1,-240000,金币
1.16457E+18,540000,1.49,ad_video_starfish,,2,1.04,绿币
1.16456E+18,540000,1.29,ad_video_details_powerup,,1,1.09,绿币
1.16457E+18,280000,1.96,ad_video_wild,,2,1.96,绿币
1.16457E+18,540000,1.01,ad_video_popup_bonus,任务奖励,1,0.91,绿币
1.1631E+18,540000,1.5,ad_video_starfish,,2,1.22,绿币
1.16309E+18,540000,2.08,ad_video_popup_bonus,标记海星,2,1.98,绿币
1.16309E+18,460000,0.1,ad_video_wild,,1,20000,金币
1.1631E+18,740000,1.39,ad_video_popup_bonus,标记海星,2,1.39,绿币
1.16307E+18,540000,1.61,ad_video_popup_bonus,礼物-在线奖励,0,1.51,绿币
1.16306E+18,843000,2.61,ad_video_gift_ad,,1,1.99,绿币
1.16305E+18,540000,1.94,ad_video_popup_bonus,标记海星,2,1.44,绿币
1.16308E+18,640000,2.27,ad_video_starfish,,2,2.08,绿币
1.16307E+18,1440000,1.21,ad_video_starfish,,2,1.02,绿币
1.16271E+18,325000,2.57,ad_video_popup_bonus,礼物-在线奖励,3,1.97,绿币
1.16274E+18,580000,1.27,ad_video_popup_bonus,礼物-在线奖励,3,0.84,绿币
1.16266E+18,780000,2.08,ad_video_popup_bonus,标记海星,1,1.88,绿币
1.16283E+18,690000,2.1,ad_video_cashgame_num,,2,0.26,绿币
1.16307E+18,540000,2.58,ad_video_popup_bonus,标记海星,2,2.08,绿币
1.16275E+18,540000,2.48,ad_video_popup_bonus,任务奖励,1,2.28,绿币
1.16301E+18,640000,1.17,ad_video_popup_bonus,,2,1.17,绿币
1.16303E+18,180000,1.24,ad_video_popup_bonus,标记海星,3,0.94,绿币
1.16289E+18,540000,2.88,ad_video_popup_bonus,标记海星,2,1.68,绿币
1.16288E+18,540000,1.09,ad_video_popup_bonus,任务奖励,1,0.89,绿币
1.16287E+18,740000,0.49,ad_video_starfish,,2,0.24,绿币
1.16289E+18,1040000,2.46,ad_video_starfish,,2,2.05,绿币
1.16295E+18,160000,1.94,ad_video_wild,,2,1.94,绿币
1.16284E+18,180000,1.45,ad_video_wild,,2,1.35,绿币
1.16295E+18,380000,1.06,ad_video_wild,,2,1.06,绿币
1.16262E+18,540000,0.1,ad_video_wild,,1,20000,金币
1.16289E+18,540000,0.86,ad_video_starfish,,2,0.59,绿币
1.16305E+18,540000,1.91,ad_video_popup_bonus,标记海星,2,1.81,绿币
1.16297E+18,540000,1.91,ad_video_popup_bonus,礼物-在线奖励,1,1.81,绿币
1.16296E+18,740000,0.2,ad_video_popup_bonus,礼物-在线奖励,1,0.2,绿币
1.16284E+18,540000,2.24,ad_video_popup_bonus,标记海星,2,2.04,绿币
1.16286E+18,640000,1.82,ad_video_starfish,,2,1.55,绿币
1.16262E+18,500000,0.94,ad_video_wild,,2,0.44,绿币
1.16292E+18,500000,1.39,ad_video_wild,,2,1.19,绿币
1.16283E+18,206000,3.35,ad_video_starfish,,5,0.47,绿币
1.16284E+18,220000,3.21,ad_video_starfish,,0,1.66,绿币
1.16274E+18,740000,1.09,ad_video_popup_bonus,标记海星,2,1.09,绿币
1.16301E+18,508000,0,ad_video_cashgame_num,,1,-40000,金币
1.16279E+18,640000,0.72,ad_video_popup_bonus,标记海星,2,0.72,绿币
1.16299E+18,690000,3.17,ad_video_popup_bonus,任务奖励,2,1.97,绿币
1.16268E+18,680000,1.32,ad_video_cashgame_num,,3,1.05,绿币
1.16276E+18,5540000,0.96,ad_video_popup_bonus,任务奖励,1,0.96,绿币
1.16261E+18,640000,1.25,ad_video_wild,,2,1.25,绿币
1.16259E+18,693000,5.16,ad_video_popup_bonus,礼物-在线奖励,3,0.84,绿币
1.16271E+18,1140000,1.6,ad_video_popup_bonus,任务奖励,1,0.73,绿币
1.1627E+18,1540000,1.39,ad_video_details_bingo,,1,1.39,绿币
1.16272E+18,1140000,0.54,ad_video_popup_bonus,标记海星,1,0.54,绿币
1.16269E+18,940000,0.58,ad_video_details_bingo,,0,20000,金币
1.16274E+18,740000,0.87,ad_video_wild,,2,0.87,绿币
1.16273E+18,1040000,1.36,ad_video_popup_bonus,礼物-在线奖励,1,1.16,绿币
1.16248E+18,640000,1.23,ad_video_starfish,,2,0.96,绿币
1.16278E+18,640000,1.7,ad_video_popup_bonus,,2,1.7,绿币
1.1627E+18,540000,1.24,ad_video_popup_bonus,,2,1.14,绿币
1.16301E+18,740000,0.52,ad_video_popup_bonus,标记海星,2,0.52,绿币
1.16276E+18,540000,1.05,ad_video_starfish,,1,20000,金币
1.16289E+18,740000,2.22,ad_video_cashgame_num,,2,1.6,绿币
1.16277E+18,640000,1.34,ad_video_popup_bonus,,2,1.34,绿币
1.16271E+18,1240000,1.9,ad_video_starfish,,2,1.59,绿币
1.16277E+18,540000,0.76,ad_video_popup_bonus,标记海星,2,0.66,绿币
1.16249E+18,645000,0.97,ad_video_popup_bonus,标记海星,3,0.97,绿币
1.16273E+18,20000,0,ad_video_wild,,2,-240000,金币
1.16272E+18,240000,1.06,ad_video_popup_bonus,礼物-在线奖励,3,0.96,绿币
1.16254E+18,1140000,1.62,ad_video_starfish,,2,1.39,绿币
1.16249E+18,740000,1.85,ad_video_popup_bonus,礼物-在线奖励,1,1.85,绿币
1.16249E+18,540000,3.41,ad_video_popup_bonus,任务奖励,1,1.41,绿币
1.16252E+18,740000,1.47,ad_video_popup_bonus,标记海星,2,1.47,绿币
1.16252E+18,640000,1.49,ad_video_popup_bonus,标记海星,2,0.84,绿币
1.16249E+18,540000,1.52,ad_video_popup_bonus,标记海星,2,1.42,绿币
1.16254E+18,940000,2.27,ad_video_starfish,,1,20000,金币
1.16258E+18,640000,2.04,ad_video_details_powerup,,1,2.04,绿币
1.16255E+18,640000,1.36,ad_video_cashgame_num,,1,1.16,绿币
1.16258E+18,640000,1.27,ad_video_wild,,2,1.17,绿币
1.16261E+18,640000,1.67,ad_video_popup_bonus,标记海星,2,1.67,绿币
1.16262E+18,540000,1.93,ad_video_starfish,,2,1.64,绿币
1.16261E+18,640000,1.65,ad_video_popup_bonus,礼物-在线奖励,1,1.65,绿币
1.16253E+18,280000,5.07,ad_video_popup_powerup,,5,3.34,绿币
1.16252E+18,540000,1.41,ad_video_popup_bonus,标记海星,2,1.31,绿币
1.16259E+18,2540000,1.44,ad_video_popup_bonus,标记海星,1,1.44,绿币
1.16248E+18,880000,0,ad_video_wild,,1,400000,金币
1.16262E+18,1040000,2.04,ad_video_popup_bonus,标记海星,2,2.04,绿币
1.16264E+18,180000,1.94,ad_video_wild,,2,1.84,绿币
1.16263E+18,740000,1.43,ad_video_popup_bonus,标记海星,2,1.43,绿币
1.16263E+18,220000,1.07,ad_video_starfish,,4,0.76,绿币
1.16264E+18,1043000,5.36,ad_video_starfish,,2,2.61,绿币
1.16263E+18,740000,1.52,ad_video_popup_bonus,任务奖励,1,1.52,绿币
1.16249E+18,740000,1.38,ad_video_cashgame_num,,1,1.38,绿币
1.16247E+18,521000,0,ad_video_wild,,2,-40000,金币
1.16267E+18,540000,1.62,ad_video_popup_bonus,标记海星,2,1.52,绿币
1.16264E+18,540000,0.9,ad_video_starfish,,2,0.56,绿币
1.16268E+18,640000,0.4,ad_video_popup_bonus,,2,0.4,绿币
1.16268E+18,540000,1.81,ad_video_popup_bonus,标记海星,2,0.81,绿币
1.16268E+18,180000,2.12,ad_video_wild,,3,1.82,绿币
1.16271E+18,610000,1.75,ad_video_wild,,3,1.65,绿币
1.16268E+18,1024000,1.64,ad_video_details_powerup,,5,0.96,绿币
1.16268E+18,500000,1.12,ad_video_wild,,2,1.02,绿币
1.16268E+18,640000,1.57,ad_video_popup_bonus,标记海星,2,1.57,绿币
1.16256E+18,380000,0.35,ad_video_wild,,2,0.35,绿币
1.16488E+18,170000,5.47,ad_video_starfish,,3,2.64,绿币
1.16495E+18,640000,1.17,ad_video_starfish,,2,1,绿币
1.16475E+18,480000,0,ad_video_wild,,1,-40000,金币
1.16387E+18,640000,1.59,ad_video_popup_bonus,标记海星,2,1.59,绿币
1.16351E+18,900000,1.77,ad_video_wild,,3,1.27,绿币
1.16459E+18,940000,2.3,ad_video_popup_bonus,任务奖励,2,1.54,绿币
1.16449E+18,540000,1.53,ad_video_popup_bonus,标记海星,2,1.03,绿币
1.1647E+18,540000,0.7,ad_video_gift_ad,,1,20000,金币
1.16488E+18,540000,3.42,ad_video_popup_bonus,标记海星,2,2.42,绿币
1.16491E+18,540000,1.72,ad_video_starfish,,2,1.43,绿币
1.16491E+18,2540000,1,ad_video_popup_bonus,标记海星,2,1,绿币
1.16493E+18,1040000,1.32,ad_video_details_bingo,,1,1.32,绿币
1.16464E+18,740000,0.53,ad_video_popup_bonus,任务奖励,1,0.53,绿币
1.16488E+18,740000,0.4,ad_video_wild,,2,0.4,绿币
1.16491E+18,640000,2.29,ad_video_popup_bonus,标记海星,2,2.29,绿币
1.16467E+18,1040000,1.4,ad_video_checkin_double,,0,1.4,绿币
1.16492E+18,1540000,2.3,ad_video_cashgame_num,,1,2.3,绿币
1.16444E+18,540000,1.94,ad_video_popup_bonus,标记海星,2,0.94,绿币
1.16494E+18,940000,0.4,ad_video_wild,,2,1.39,绿币
1.1649E+18,940000,1.55,ad_video_popup_bonus,任务奖励,1,1.45,绿币
1.16485E+18,180000,1.35,ad_video_popup_bonus,礼物-在线奖励,3,0.97,绿币
1.16488E+18,940000,1.14,ad_video_popup_bonus,标记海星,1,1.04,绿币
1.16382E+18,2540000,0,ad_video_popup_bonus,礼物-在线奖励,0,20000,金币
1.16407E+18,280000,1.56,ad_video_wild,,2,1.56,绿币
1.16493E+18,790000,2.8,ad_video_popup_bonus,任务奖励,2,1.54,绿币
1.1649E+18,1440000,3.59,ad_video_starfish,,2,3.43,绿币
1.16491E+18,293000,0.96,ad_video_starfish,,2,2.46,绿币
1.16479E+18,945000,2.04,ad_video_popup_bonus,礼物-在线奖励,0,1.94,绿币
1.16423E+18,1040000,1.82,ad_video_popup_bonus,标记海星,2,1.82,绿币
1.16493E+18,1040000,1.34,ad_video_popup_bonus,标记海星,2,1.34,绿币
1.16311E+18,540000,1.63,ad_video_starfish,,2,1.15,绿币
1.16471E+18,471000,4.16,ad_video_popup_bonus,礼物-在线奖励,0,1.88,绿币
1.16454E+18,680000,2.2,ad_video_wild,,2,2.1,绿币
1.16489E+18,540000,1.52,ad_video_popup_bonus,,2,1.42,绿币
1.16478E+18,640000,4.88,ad_video_popup_bonus,标记海星,2,4.88,绿币
1.16352E+18,640000,1.86,ad_video_popup_bonus,任务奖励,1,1.86,绿币
1.16492E+18,540000,3.18,ad_video_starfish,,2,2.46,绿币
1.16355E+18,545000,1.8,ad_video_popup_bonus,任务奖励,1,1.7,绿币
1.16484E+18,180000,2.67,ad_video_wild,,2,1.94,绿币
1.16485E+18,1540000,3.56,ad_video_popup_bonus,标记海星,2,3.56,绿币
1.1632E+18,640000,1.33,ad_video_popup_bonus,标记海星,2,1.33,绿币
1.16488E+18,540000,1.07,ad_video_popup_bonus,标记海星,2,0.97,绿币
1.16485E+18,540000,1.81,ad_video_popup_bonus,标记海星,2,1.71,绿币
1.16488E+18,640000,1.55,ad_video_popup_bonus,标记海星,2,1.55,绿币
1.16486E+18,540000,1.72,ad_video_popup_bonus,标记海星,2,1.62,绿币
1.16487E+18,1040000,1.8,ad_video_popup_bonus,任务奖励,1,1.8,绿币
1.16487E+18,540000,1.83,ad_video_popup_bonus,任务奖励,1,1.73,绿币
1.16261E+18,640000,0.5,ad_video_popup_bonus,,1,0.5,绿币
1.16346E+18,708000,19.67,ad_video_details_powerup,,4,1.04,绿币
1.16488E+18,540000,1.1,ad_video_popup_bonus,,2,1,绿币
1.16487E+18,640000,1.46,ad_video_popup_bonus,标记海星,2,1.46,绿币
1.16489E+18,640000,4.38,ad_video_details_powerup,,1,4.38,绿币
1.16473E+18,540000,1.62,ad_video_popup_bonus,标记海星,2,1.42,绿币
1.16489E+18,500000,0.62,ad_video_wild,,2,0.52,绿币
1.16357E+18,740000,1.17,ad_video_popup_bonus,标记海星,2,1.17,绿币
1.1641E+18,740000,2.35,ad_video_popup_bonus,礼物-在线奖励,1,2.35,绿币
1.16406E+18,693000,1.46,ad_video_popup_bonus,礼物-在线奖励,0,3.14,绿币
1.1649E+18,740000,2.65,ad_video_starfish,,2,2.37,绿币
1.16335E+18,600000,1.42,ad_video_wild,,2,1.42,绿币
